Location,Island,Sex,Morph,Wing_centroid_pixels,Mating_status,Abdomen_length_mm
TAR,KAU,female,andro,2272.45917455078,alone,24.689187524802
TAR,KAU,female,andro,2103.37793798452,alone,23.613717602104
TAR,KAU,male,male,2141.53789366427,alone,25.019272173191
TAR,KAU,male,male,1833.64308140925,alone,22.052588094586
TAR,KAU,female,gyno,2370.20226984956,alone,24.928245895834
TAR,KAU,female,gyno,2174.47655770303,alone,24.483642350453
TAR,KAU,female,gyno,2497.55043993109,wheel,25.972469415785
TAR,KAU,female,gyno,2400.33245614019,alone,28.361496472635
TAR,KAU,female,gyno,2192.44062633404,wheel,24.566150529855
TAR,KAU,male,male,2174.28700957348,wheel,27.067382172091
TAR,KAU,female,andro,2114.70450654459,alone,23.698377241908
TAR,KAU,female,gyno,2524.04174886233,alone,26.378217550747
TAR,KAU,female,andro,2287.66775341176,alone,25.524623747188
TAR,KAU,female,andro,2274.47196069769,alone,24.923530428524
TAR,KAU,female,gyno,2335.79497173874,alone,26.346010158685
TAR,KAU,male,male,1972.7039691753,wheel,24.959553679981
TAR,KAU,female,gyno,2304.33998142635,wheel,25.087263947817
TAR,KAU,male,male,1947.27536573542,wheel,23.470710898894
TAR,KAU,female,gyno,2367.76813687489,wheel,25.920370640243
TAR,KAU,male,male,1951.60337927561,wheel,23.551172844663
WAL,TEX,male,male,1940.85959049077,wheel,23.705231692263
WAL,TEX,female,andro,2174.37175984237,wheel,24.531401916084
WAL,TEX,male,male,1863.87150844687,wheel,22.653944443132
WAL,TEX,male,male,1911.05744288339,alone,23.190091393582
WAL,TEX,female,andro,2195.35444746401,alone,23.808808941968
WAL,TEX,male,male,1976.64551703132,alone,24.16114266516
WAL,TEX,male,male,1995.3500820658,alone,23.74969890776
WAL,TEX,male,male,1899.28907752348,alone,23.074692710634
WAL,TEX,male,male,1954.27780778476,alone,24.470094290177
WAL,TEX,male,male,1895.86622682087,alone,22.765330010148
WAL,TEX,male,male,1932.38013858557,alone,23.408227311193
WAL,TEX,male,male,1945.3209889373,alone,22.833461162884
WAL,TEX,female,gyno,2231.57780505184,alone,24.180786110116
WAL,TEX,male,male,1830.20920935285,alone,23.350307875068
WAL,TEX,male,male,2037.35819138413,alone,24.594819220709
WAL,TEX,female,gyno,2131.08487630127,alone,23.247502739877
WAL,TEX,female,gyno,2221.23911364806,alone,24.063845854473
WAL,TEX,female,gyno,2090.97847908581,alone,22.550409885249
WAL,TEX,female,gyno,2077.15367751161,alone,23.614957749793
WAL,TEX,female,andro,2179.40311782837,wheel,23.99502470072
WAL,TEX,male,male,1906.7177950604,alone,23.359280893861
WAL,TEX,male,male,1891.89479094372,alone,23.161884788257
WAL,TEX,male,male,1778.64223496464,wheel,22.607455959299
WAL,TEX,female,gyno,2111.10970818667,alone,23.476022750003
WAL,TEX,female,gyno,2343.47594397724,alone,25.275032021009
WAL,TEX,female,andro,2207.9922554212,wheel,24.033603926588
WAL,TEX,male,male,1983.22240306023,wheel,24.270040962601
WAL,TEX,female,gyno,2143.92778563085,alone,23.221181654747
WAL,TEX,female,gyno,2164.2912350236,alone,24.519020705639
WBP,OAH,male,male,1978.57461320012,alone,25.116536070748
WBP,OAH,male,male,1931.37388923015,alone,22.874001503316
WBP,OAH,male,male,1966.34948572221,alone,23.838157611738
WBP,OAH,male,male,1902.7212092159,alone,23.31206582358
WBP,OAH,male,male,1955.41913665587,alone,24.468732575567
WBP,OAH,female,andro,2188.32190273735,wheel,25.062570877326
WBP,OAH,male,male,2041.32971369154,wheel,24.734866631378
WBP,OAH,male,male,1919.83632114824,alone,24.572792918056
WBP,OAH,male,male,2066.5458983531,alone,25.006955910617
WBP,OAH,male,male,1887.19715451248,alone,23.09869592827
WBP,OAH,female,andro,2308.03543083723,wheel,26.109022605595
WBP,OAH,female,andro,2089.06397700023,wheel,23.069923471101
WBP,OAH,male,male,1978.03967351517,wheel,24.124266910721
WBP,OAH,male,male,1942.81095323245,alone,23.294462220125
WBP,OAH,female,andro,2259.91696750124,alone,23.323188577746
WBP,OAH,male,male,1801.83604970042,alone,24.012090507864
WBP,OAH,female,gyno,2158.26758072302,alone,23.255128712098
WBP,OAH,female,gyno,2218.11566425198,alone,24.2622323278
WBP,OAH,female,gyno,2248.16696444014,alone,24.376755510907
WBP,OAH,female,gyno,2195.31495462496,alone,23.7707863819
WBP,OAH,female,gyno,2208.10605497109,alone,24.596443023314
WBP,OAH,female,gyno,2193.64366978778,alone,23.807090209853
WBP,OAH,female,andro,2203.27789894965,alone,25.154466304724
WBP,OAH,female,gyno,2170.91878014817,alone,23.932172115558
WBP,OAH,female,gyno,2219.80624154452,alone,24.932364852349
WBP,OAH,female,andro,2190.18262937135,alone,24.509681366884
WBP,OAH,female,gyno,2207.23119541203,alone,23.949251363112
WBP,OAH,female,andro,2088.20485106227,alone,23.435366208231
WBP,OAH,female,gyno,2075.62900105004,alone,23.389301869872
WBP,OAH,female,gyno,2068.4204964175,alone,23.571292842109
WBP,OAH,male,male,1940.60562711747,alone,23.41720972769
WBP,OAH,male,male,1873.50414998206,alone,23.236219706176
WBP,OAH,male,male,1846.40927207377,alone,23.28889868411
WBP,OAH,male,male,1980.66558257572,alone,23.402517920272
WBP,OAH,male,male,1825.12999537019,alone,22.286889936268
WCR,KAU,female,gyno,2249.1548079223,alone,24.296279976566
WCR,KAU,male,male,2026.73716845574,alone,25.736403472667
WCR,KAU,male,male,1876.8106723908,alone,23.175199990784
WCR,KAU,male,male,2112.62346384773,wheel,25.776409392765
WCR,KAU,female,gyno,2210.83310089206,wheel,24.329452305402
WCR,KAU,male,male,1977.95811381333,alone,24.224702596876
WCR,KAU,male,male,1967.70148904756,alone,24.531330851239
WCR,KAU,male,male,1937.438282888,alone,23.108312150054
WCR,KAU,male,male,2064.25654897835,alone,25.611395055314
WCR,KAU,male,male,2012.34081358005,alone,24.881072818897
WCR,KAU,male,male,2014.57370180393,alone,25.333166757686
WCR,KAU,female,gyno,2160.28696010507,wheel,23.942968352425
WCR,KAU,male,male,2003.04533148903,alone,24.238022963907
WCR,KAU,male,male,1918.47808170956,alone,23.495437104758
WCR,KAU,male,male,1983.59143978794,alone,24.423717806233
WCR,KAU,female,gyno,2205.98665000494,alone,23.926932419343
WCR,KAU,female,gyno,2220.39194738226,alone,25.901073396966
WCR,KAU,male,male,1976.51763209945,alone,24.219301806235
WCR,KAU,male,male,2015.46659610126,alone,23.965519201473
WCR,KAU,male,male,1985.24041365271,alone,23.669243512868
WCR,KAU,male,male,2045.42660586979,alone,24.902277161106
WCR,KAU,male,male,1984.95357628333,alone,24.719537473368
WCR,KAU,female,gyno,2228.66451041874,alone,23.849534103912
WCR,KAU,female,gyno,2218.29168505857,alone,24.005385616465
WCR,KAU,female,gyno,2215.79853551716,alone,25.117829059356
WCR,KAU,female,gyno,2361.40071779442,alone,25.591803710467
WCR,KAU,female,gyno,2291.88846805424,alone,24.027659487237
WCR,KAU,female,gyno,2274.62645284891,alone,24.541136984958
WCR,KAU,male,male,1914.99281982988,wheel,24.312779042894
WCR,KAU,female,andro,2164.9237169009,wheel,24.446071324663
WCR,KAU,female,gyno,2140.60979629637,alone,23.384501918473
WCR,KAU,female,gyno,2065.27973892158,alone,22.823454206157
WCR,KAU,female,gyno,2285.57743251022,wheel,25.277070126898
WCR,KAU,male,male,2010.83104710465,wheel,24.207457344384
WCR,KAU,female,andro,2126.09341281139,wheel,24.087244232493
WCR,KAU,male,male,2008.53169006615,wheel,25.035812259227
WCR,KAU,female,gyno,2240.70185433047,alone,24.225783089427
WCR,KAU,female,gyno,2237.67011643808,alone,24.746995998172
