"Indicator","Country","Date","Value"
"confirmed_Ebola_deaths","Sierra Leone",2014-10-25,1008
"probable_Ebola_deaths","Sierra Leone",2014-10-25,164
"suspected_Ebola_deaths","Sierra Leone",2014-10-25,109
"all_Ebola_deaths","Sierra Leone",2014-10-25,1281
"confirmed_Ebola_cases","Sierra Leone",2014-11-05,4057
"probable_Ebola_cases","Sierra Leone",2014-11-05,79
"suspected_Ebola_cases","Sierra Leone",2014-11-05,623
"all_Ebola_cases","Sierra Leone",2014-11-05,4759
"confirmed_Ebola_deaths","Sierra Leone",2014-11-05,893
"probable_Ebola_deaths","Sierra Leone",2014-11-05,142
"suspected_Ebola_deaths","Sierra Leone",2014-11-05,35
"all_Ebola_deaths","Sierra Leone",2014-11-05,1070
"confirmed_Ebola_cases","Sierra Leone",2014-11-07,4149
"probable_Ebola_cases","Sierra Leone",2014-11-07,79
"suspected_Ebola_cases","Sierra Leone",2014-11-07,634
"all_Ebola_cases","Sierra Leone",2014-11-07,4862
"confirmed_Ebola_deaths","Sierra Leone",2014-11-07,921
"probable_Ebola_deaths","Sierra Leone",2014-11-07,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-07,35
"all_Ebola_deaths","Sierra Leone",2014-11-07,1130
"confirmed_Ebola_cases","Sierra Leone",2014-11-12,4523
"probable_Ebola_cases","Sierra Leone",2014-11-12,79
"suspected_Ebola_cases","Sierra Leone",2014-11-12,766
"all_Ebola_cases","Sierra Leone",2014-11-12,5368
"confirmed_Ebola_deaths","Sierra Leone",2014-11-12,960
"probable_Ebola_deaths","Sierra Leone",2014-11-12,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-12,35
"all_Ebola_deaths","Sierra Leone",2014-11-12,1169
"confirmed_Ebola_cases","Sierra Leone",2014-11-14,4683
"probable_Ebola_cases","Sierra Leone",2014-11-14,79
"suspected_Ebola_cases","Sierra Leone",2014-11-14,824
"all_Ebola_cases","Sierra Leone",2014-11-14,5586
"confirmed_Ebola_deaths","Sierra Leone",2014-11-14,978
"probable_Ebola_deaths","Sierra Leone",2014-11-14,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-14,35
"all_Ebola_deaths","Sierra Leone",2014-11-14,1187
"confirmed_Ebola_cases","Sierra Leone",2014-11-19,5056
"probable_Ebola_cases","Sierra Leone",2014-11-19,79
"suspected_Ebola_cases","Sierra Leone",2014-11-19,938
"all_Ebola_cases","Sierra Leone",2014-11-19,6073
"confirmed_Ebola_deaths","Sierra Leone",2014-11-19,1041
"probable_Ebola_deaths","Sierra Leone",2014-11-19,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-19,35
"all_Ebola_deaths","Sierra Leone",2014-11-19,1250
"confirmed_Ebola_cases","Sierra Leone",2014-11-21,5152
"probable_Ebola_cases","Sierra Leone",2014-11-21,79
"suspected_Ebola_cases","Sierra Leone",2014-11-21,959
"all_Ebola_cases","Sierra Leone",2014-11-21,6190
"confirmed_Ebola_deaths","Sierra Leone",2014-11-21,1058
"probable_Ebola_deaths","Sierra Leone",2014-11-21,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-21,35
"all_Ebola_deaths","Sierra Leone",2014-11-21,1267
"confirmed_Ebola_cases","Sierra Leone",2014-11-26,5441
"probable_Ebola_cases","Sierra Leone",2014-11-26,79
"suspected_Ebola_cases","Sierra Leone",2014-11-26,1079
"all_Ebola_cases","Sierra Leone",2014-11-26,6599
"confirmed_Ebola_deaths","Sierra Leone",2014-11-26,1189
"probable_Ebola_deaths","Sierra Leone",2014-11-26,174
"suspected_Ebola_deaths","Sierra Leone",2014-11-26,35
"all_Ebola_deaths","Sierra Leone",2014-11-26,1398
"confirmed_Ebola_cases","Sierra Leone",2014-12-01,5831
"probable_Ebola_cases","Sierra Leone",2014-12-01,79
"suspected_Ebola_cases","Sierra Leone",2014-12-01,1199
"all_Ebola_cases","Sierra Leone",2014-12-01,7109
"confirmed_Ebola_deaths","Sierra Leone",2014-12-01,1321
"probable_Ebola_deaths","Sierra Leone",2014-12-01,174
"suspected_Ebola_deaths","Sierra Leone",2014-12-01,35
"all_Ebola_deaths","Sierra Leone",2014-12-01,1530
"confirmed_Ebola_cases","Sierra Leone",2014-12-03,5978
"probable_Ebola_cases","Sierra Leone",2014-12-03,79
"suspected_Ebola_cases","Sierra Leone",2014-12-03,1255
"all_Ebola_cases","Sierra Leone",2014-12-03,7312
"confirmed_Ebola_deaths","Sierra Leone",2014-12-03,1374
"probable_Ebola_deaths","Sierra Leone",2014-12-03,174
"suspected_Ebola_deaths","Sierra Leone",2014-12-03,35
"all_Ebola_deaths","Sierra Leone",2014-12-03,1583
"confirmed_Ebola_cases","Sierra Leone",2014-12-10,6375
"probable_Ebola_cases","Sierra Leone",2014-12-10,79
"suspected_Ebola_cases","Sierra Leone",2014-12-10,1443
"all_Ebola_cases","Sierra Leone",2014-12-10,7897
"confirmed_Ebola_deaths","Sierra Leone",2014-12-10,1559
"probable_Ebola_deaths","Sierra Leone",2014-12-10,174
"suspected_Ebola_deaths","Sierra Leone",2014-12-10,35
"all_Ebola_deaths","Sierra Leone",2014-12-10,1768
"confirmed_Ebola_cases","Sierra Leone",2014-12-15,6638
"probable_Ebola_cases","Sierra Leone",2014-12-15,79
"suspected_Ebola_cases","Sierra Leone",2014-12-15,1556
"all_Ebola_cases","Sierra Leone",2014-12-15,8273
"confirmed_Ebola_deaths","Sierra Leone",2014-12-15,1824
"probable_Ebola_deaths","Sierra Leone",2014-12-15,174
"suspected_Ebola_deaths","Sierra Leone",2014-12-15,35
"all_Ebola_deaths","Sierra Leone",2014-12-15,2033
"confirmed_Ebola_cases","Sierra Leone",2014-12-17,6702
"probable_Ebola_cases","Sierra Leone",2014-12-17,79
"suspected_Ebola_cases","Sierra Leone",2014-12-17,1575
"all_Ebola_cases","Sierra Leone",2014-12-17,8356
"confirmed_Ebola_deaths","Sierra Leone",2014-12-17,1876
"probable_Ebola_deaths","Sierra Leone",2014-12-17,174
"suspected_Ebola_deaths","Sierra Leone",2014-12-17,35
"all_Ebola_deaths","Sierra Leone",2014-12-17,2085
"confirmed_Ebola_cases","Sierra Leone",2014-12-22,6975
"probable_Ebola_cases","Sierra Leone",2014-12-22,287
"suspected_Ebola_cases","Sierra Leone",2014-12-22,1677
"all_Ebola_cases","Sierra Leone",2014-12-22,8939
"confirmed_Ebola_deaths","Sierra Leone",2014-12-22,2190
"probable_Ebola_deaths","Sierra Leone",2014-12-22,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-22,158
"all_Ebola_deaths","Sierra Leone",2014-12-22,2556
"confirmed_Ebola_cases","Sierra Leone",2014-12-23,7017
"probable_Ebola_cases","Sierra Leone",2014-12-23,287
"suspected_Ebola_cases","Sierra Leone",2014-12-23,1700
"all_Ebola_cases","Sierra Leone",2014-12-23,9004
"confirmed_Ebola_deaths","Sierra Leone",2014-12-23,2216
"probable_Ebola_deaths","Sierra Leone",2014-12-23,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-23,158
"all_Ebola_deaths","Sierra Leone",2014-12-23,2582
"confirmed_Ebola_cases","Sierra Leone",2014-12-24,7017
"probable_Ebola_cases","Sierra Leone",2014-12-24,287
"suspected_Ebola_cases","Sierra Leone",2014-12-24,1700
"all_Ebola_cases","Sierra Leone",2014-12-24,9004
"confirmed_Ebola_deaths","Sierra Leone",2014-12-24,2216
"probable_Ebola_deaths","Sierra Leone",2014-12-24,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-24,158
"all_Ebola_deaths","Sierra Leone",2014-12-24,2582
"confirmed_Ebola_cases","Sierra Leone",2014-12-26,7160
"probable_Ebola_cases","Sierra Leone",2014-12-26,287
"suspected_Ebola_cases","Sierra Leone",2014-12-26,1756
"all_Ebola_cases","Sierra Leone",2014-12-26,9203
"confirmed_Ebola_deaths","Sierra Leone",2014-12-26,2289
"probable_Ebola_deaths","Sierra Leone",2014-12-26,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-26,158
"all_Ebola_deaths","Sierra Leone",2014-12-26,2655
"confirmed_Ebola_cases","Sierra Leone",2014-12-29,7326
"probable_Ebola_cases","Sierra Leone",2014-12-29,287
"suspected_Ebola_cases","Sierra Leone",2014-12-29,1796
"all_Ebola_cases","Sierra Leone",2014-12-29,9409
"confirmed_Ebola_deaths","Sierra Leone",2014-12-29,2366
"probable_Ebola_deaths","Sierra Leone",2014-12-29,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-29,158
"all_Ebola_deaths","Sierra Leone",2014-12-29,2732
"confirmed_Ebola_cases","Sierra Leone",2014-12-30,7354
"probable_Ebola_cases","Sierra Leone",2014-12-30,287
"suspected_Ebola_cases","Sierra Leone",2014-12-30,1805
"all_Ebola_cases","Sierra Leone",2014-12-30,9446
"confirmed_Ebola_deaths","Sierra Leone",2014-12-30,2392
"probable_Ebola_deaths","Sierra Leone",2014-12-30,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-30,158
"all_Ebola_deaths","Sierra Leone",2014-12-30,2758
"confirmed_Ebola_cases","Sierra Leone",2014-12-31,7354
"probable_Ebola_cases","Sierra Leone",2014-12-31,287
"suspected_Ebola_cases","Sierra Leone",2014-12-31,1805
"all_Ebola_cases","Sierra Leone",2014-12-31,9446
"confirmed_Ebola_deaths","Sierra Leone",2014-12-31,2392
"probable_Ebola_deaths","Sierra Leone",2014-12-31,208
"suspected_Ebola_deaths","Sierra Leone",2014-12-31,158
"all_Ebola_deaths","Sierra Leone",2014-12-31,2758
"confirmed_Ebola_cases","Sierra Leone",2015-01-02,7476
"probable_Ebola_cases","Sierra Leone",2015-01-02,287
"suspected_Ebola_cases","Sierra Leone",2015-01-02,1870
"all_Ebola_cases","Sierra Leone",2015-01-02,9633
"confirmed_Ebola_deaths","Sierra Leone",2015-01-02,2461
"probable_Ebola_deaths","Sierra Leone",2015-01-02,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-02,158
"all_Ebola_deaths","Sierra Leone",2015-01-02,2827
"confirmed_Ebola_cases","Sierra Leone",2015-01-05,7570
"probable_Ebola_cases","Sierra Leone",2015-01-05,287
"suspected_Ebola_cases","Sierra Leone",2015-01-05,1915
"all_Ebola_cases","Sierra Leone",2015-01-05,9772
"confirmed_Ebola_deaths","Sierra Leone",2015-01-05,2549
"probable_Ebola_deaths","Sierra Leone",2015-01-05,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-05,158
"all_Ebola_deaths","Sierra Leone",2015-01-05,2915
"confirmed_Ebola_cases","Sierra Leone",2015-01-06,7602
"probable_Ebola_cases","Sierra Leone",2015-01-06,287
"suspected_Ebola_cases","Sierra Leone",2015-01-06,1819
"all_Ebola_cases","Sierra Leone",2015-01-06,9780
"confirmed_Ebola_deaths","Sierra Leone",2015-01-06,2577
"probable_Ebola_deaths","Sierra Leone",2015-01-06,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-06,158
"all_Ebola_deaths","Sierra Leone",2015-01-06,2943
"confirmed_Ebola_cases","Sierra Leone",2015-01-07,7602
"probable_Ebola_cases","Sierra Leone",2015-01-07,287
"suspected_Ebola_cases","Sierra Leone",2015-01-07,1819
"all_Ebola_cases","Sierra Leone",2015-01-07,9780
"confirmed_Ebola_deaths","Sierra Leone",2015-01-07,2577
"probable_Ebola_deaths","Sierra Leone",2015-01-07,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-07,158
"all_Ebola_deaths","Sierra Leone",2015-01-07,2943
"confirmed_Ebola_cases","Sierra Leone",2015-01-08,7759
"probable_Ebola_cases","Sierra Leone",2015-01-08,287
"suspected_Ebola_cases","Sierra Leone",2015-01-08,1984
"all_Ebola_cases","Sierra Leone",2015-01-08,10030
"confirmed_Ebola_deaths","Sierra Leone",2015-01-08,2611
"probable_Ebola_deaths","Sierra Leone",2015-01-08,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-08,158
"all_Ebola_deaths","Sierra Leone",2015-01-08,2977
"confirmed_Ebola_cases","Sierra Leone",2015-01-09,7759
"probable_Ebola_cases","Sierra Leone",2015-01-09,287
"suspected_Ebola_cases","Sierra Leone",2015-01-09,1984
"all_Ebola_cases","Sierra Leone",2015-01-09,10030
"confirmed_Ebola_deaths","Sierra Leone",2015-01-09,2611
"probable_Ebola_deaths","Sierra Leone",2015-01-09,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-09,158
"all_Ebola_deaths","Sierra Leone",2015-01-09,2977
"confirmed_Ebola_cases","Sierra Leone",2015-01-12,7766
"probable_Ebola_cases","Sierra Leone",2015-01-12,287
"suspected_Ebola_cases","Sierra Leone",2015-01-12,2041
"all_Ebola_cases","Sierra Leone",2015-01-12,10094
"confirmed_Ebola_deaths","Sierra Leone",2015-01-12,2683
"probable_Ebola_deaths","Sierra Leone",2015-01-12,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-12,158
"all_Ebola_deaths","Sierra Leone",2015-01-12,3049
"all_Ebola_cases","Sierra Leone",2015-01-13,10094
"confirmed_Ebola_cases","Sierra Leone",2015-01-13,7766
"probable_Ebola_cases","Sierra Leone",2015-01-13,287
"suspected_Ebola_cases","Sierra Leone",2015-01-13,2041
"all_Ebola_deaths","Sierra Leone",2015-01-13,3049
"confirmed_Ebola_deaths","Sierra Leone",2015-01-13,2683
"probable_Ebola_deaths","Sierra Leone",2015-01-13,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-13,158
"confirmed_Ebola_cases","Sierra Leone",2015-01-14,7786
"probable_Ebola_cases","Sierra Leone",2015-01-14,287
"suspected_Ebola_cases","Sierra Leone",2015-01-14,2051
"all_Ebola_cases","Sierra Leone",2015-01-14,10124
"confirmed_Ebola_deaths","Sierra Leone",2015-01-14,2696
"probable_Ebola_deaths","Sierra Leone",2015-01-14,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-14,158
"all_Ebola_deaths","Sierra Leone",2015-01-14,3062
"all_Ebola_cases","Sierra Leone",2015-01-15,10150
"confirmed_Ebola_cases","Sierra Leone",2015-01-15,7802
"probable_Ebola_cases","Sierra Leone",2015-01-15,287
"suspected_Ebola_cases","Sierra Leone",2015-01-15,2061
"all_Ebola_deaths","Sierra Leone",2015-01-15,3067
"confirmed_Ebola_deaths","Sierra Leone",2015-01-15,2701
"probable_Ebola_deaths","Sierra Leone",2015-01-15,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-15,158
"all_Ebola_cases","Sierra Leone",2015-01-16,10186
"confirmed_Ebola_cases","Sierra Leone",2015-01-16,7825
"probable_Ebola_cases","Sierra Leone",2015-01-16,287
"suspected_Ebola_cases","Sierra Leone",2015-01-16,2074
"all_Ebola_deaths","Sierra Leone",2015-01-16,3083
"confirmed_Ebola_deaths","Sierra Leone",2015-01-16,2717
"probable_Ebola_deaths","Sierra Leone",2015-01-16,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-16,158
"all_Ebola_cases","Sierra Leone",2015-01-19,10306
"confirmed_Ebola_deaths","Sierra Leone",2015-01-19,2766
"probable_Ebola_deaths","Sierra Leone",2015-01-19,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-19,158
"confirmed_Ebola_cases","Sierra Leone",2015-01-19,7883
"suspected_Ebola_cases","Sierra Leone",2015-01-19,2136
"probable_Ebola_cases","Sierra Leone",2015-01-19,287
"all_Ebola_deaths","Sierra Leone",2015-01-19,3132
"suspected_Ebola_cases","Sierra Leone",2015-01-20,2150
"all_Ebola_deaths","Sierra Leone",2015-01-20,3145
"confirmed_Ebola_deaths","Sierra Leone",2015-01-20,2779
"probable_Ebola_deaths","Sierra Leone",2015-01-20,208
"all_Ebola_cases","Sierra Leone",2015-01-20,10340
"probable_Ebola_cases","Sierra Leone",2015-01-20,287
"suspected_Ebola_deaths","Sierra Leone",2015-01-20,158
"confirmed_Ebola_cases","Sierra Leone",2015-01-20,7903
"confirmed_Ebola_deaths","Sierra Leone",2015-01-21,2779
"probable_Ebola_deaths","Sierra Leone",2015-01-21,208
"suspected_Ebola_cases","Sierra Leone",2015-01-21,2150
"all_Ebola_deaths","Sierra Leone",2015-01-21,3145
"confirmed_Ebola_cases","Sierra Leone",2015-01-21,7903
"probable_Ebola_cases","Sierra Leone",2015-01-21,287
"all_Ebola_cases","Sierra Leone",2015-01-21,10340
"suspected_Ebola_deaths","Sierra Leone",2015-01-21,158
"all_Ebola_cases","Sierra Leone",2015-01-22,10362
"probable_Ebola_cases","Sierra Leone",2015-01-22,287
"suspected_Ebola_deaths","Sierra Leone",2015-01-22,158
"confirmed_Ebola_cases","Sierra Leone",2015-01-22,7909
"suspected_Ebola_cases","Sierra Leone",2015-01-22,2166
"all_Ebola_deaths","Sierra Leone",2015-01-22,3153
"confirmed_Ebola_deaths","Sierra Leone",2015-01-22,2787
"probable_Ebola_deaths","Sierra Leone",2015-01-22,208
"probable_Ebola_cases","Sierra Leone",2015-01-23,287
"suspected_Ebola_cases","Sierra Leone",2015-01-23,2192
"confirmed_Ebola_cases","Sierra Leone",2015-01-23,7921
"suspected_Ebola_deaths","Sierra Leone",2015-01-23,158
"all_Ebola_deaths","Sierra Leone",2015-01-23,3159
"probable_Ebola_deaths","Sierra Leone",2015-01-23,208
"confirmed_Ebola_deaths","Sierra Leone",2015-01-23,2793
"all_Ebola_cases","Sierra Leone",2015-01-23,10400
"probable_Ebola_deaths","Sierra Leone",2015-01-26,208
"all_Ebola_cases","Sierra Leone",2015-01-26,10491
"confirmed_Ebola_deaths","Sierra Leone",2015-01-26,2829
"suspected_Ebola_deaths","Sierra Leone",2015-01-26,158
"confirmed_Ebola_cases","Sierra Leone",2015-01-26,7963
"probable_Ebola_cases","Sierra Leone",2015-01-26,287
"suspected_Ebola_cases","Sierra Leone",2015-01-26,2241
"all_Ebola_deaths","Sierra Leone",2015-01-26,3195
"all_Ebola_deaths","Sierra Leone",2015-01-27,3199
"probable_Ebola_deaths","Sierra Leone",2015-01-27,208
"all_Ebola_cases","Sierra Leone",2015-01-27,10518
"confirmed_Ebola_cases","Sierra Leone",2015-01-27,7968
"probable_Ebola_cases","Sierra Leone",2015-01-27,287
"suspected_Ebola_deaths","Sierra Leone",2015-01-27,158
"suspected_Ebola_cases","Sierra Leone",2015-01-27,2263
"confirmed_Ebola_deaths","Sierra Leone",2015-01-27,2833
"suspected_Ebola_cases","Sierra Leone",2015-01-28,2263
"confirmed_Ebola_cases","Sierra Leone",2015-01-28,7968
"probable_Ebola_deaths","Sierra Leone",2015-01-28,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-28,158
"confirmed_Ebola_deaths","Sierra Leone",2015-01-28,2833
"probable_Ebola_cases","Sierra Leone",2015-01-28,287
"all_Ebola_cases","Sierra Leone",2015-01-28,10518
"all_Ebola_deaths","Sierra Leone",2015-01-28,3199
"all_Ebola_cases","Sierra Leone",2015-01-29,10537
"confirmed_Ebola_cases","Sierra Leone",2015-01-29,7977
"probable_Ebola_cases","Sierra Leone",2015-01-29,287
"suspected_Ebola_cases","Sierra Leone",2015-01-29,2273
"all_Ebola_deaths","Sierra Leone",2015-01-29,3207
"confirmed_Ebola_deaths","Sierra Leone",2015-01-29,2841
"probable_Ebola_deaths","Sierra Leone",2015-01-29,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-29,158
"all_Ebola_cases","Sierra Leone",2015-01-30,10561
"confirmed_Ebola_cases","Sierra Leone",2015-01-30,7989
"probable_Ebola_cases","Sierra Leone",2015-01-30,287
"suspected_Ebola_cases","Sierra Leone",2015-01-30,2285
"all_Ebola_deaths","Sierra Leone",2015-01-30,3216
"confirmed_Ebola_deaths","Sierra Leone",2015-01-30,2850
"probable_Ebola_deaths","Sierra Leone",2015-01-30,208
"suspected_Ebola_deaths","Sierra Leone",2015-01-30,158
"all_Ebola_cases","Sierra Leone",2015-02-02,10707
"confirmed_Ebola_cases","Sierra Leone",2015-02-02,8042
"probable_Ebola_cases","Sierra Leone",2015-02-02,287
"suspected_Ebola_cases","Sierra Leone",2015-02-02,2378
"all_Ebola_deaths","Sierra Leone",2015-02-02,3274
"confirmed_Ebola_deaths","Sierra Leone",2015-02-02,2908
"probable_Ebola_deaths","Sierra Leone",2015-02-02,208
"suspected_Ebola_deaths","Sierra Leone",2015-02-02,158
"confirmed_Ebola_cases","Spain",2014-10-29,1
"probable_Ebola_cases","Spain",2014-10-29,0
"suspected_Ebola_cases","Spain",2014-10-29,0
"all_Ebola_cases","Spain",2014-10-29,1
"confirmed_Ebola_deaths","Spain",2014-10-29,0
"probable_Ebola_deaths","Spain",2014-10-29,0
"suspected_Ebola_deaths","Spain",2014-10-29,0
"all_Ebola_deaths","Spain",2014-10-29,0
"confirmed_Ebola_cases","Spain",2014-10-31,1
"probable_Ebola_cases","Spain",2014-10-31,0
"suspected_Ebola_cases","Spain",2014-10-31,0
"all_Ebola_cases","Spain",2014-10-31,1
"confirmed_Ebola_deaths","Spain",2014-10-31,0
"probable_Ebola_deaths","Spain",2014-10-31,0
"suspected_Ebola_deaths","Spain",2014-10-31,0
"all_Ebola_deaths","Spain",2014-10-31,0
"confirmed_Ebola_cases","Spain",2014-11-05,1
"probable_Ebola_cases","Spain",2014-11-05,0
"suspected_Ebola_cases","Spain",2014-11-05,0
"all_Ebola_cases","Spain",2014-11-05,1
"confirmed_Ebola_deaths","Spain",2014-11-05,0
"probable_Ebola_deaths","Spain",2014-11-05,0
"suspected_Ebola_deaths","Spain",2014-11-05,0
"all_Ebola_deaths","Spain",2014-11-05,0
"confirmed_Ebola_cases","Spain",2014-11-07,1
"probable_Ebola_cases","Spain",2014-11-07,0
"suspected_Ebola_cases","Spain",2014-11-07,0
"all_Ebola_cases","Spain",2014-11-07,1
"confirmed_Ebola_deaths","Spain",2014-11-07,0
"probable_Ebola_deaths","Spain",2014-11-07,0
"suspected_Ebola_deaths","Spain",2014-11-07,0
"all_Ebola_deaths","Spain",2014-11-07,0
"confirmed_Ebola_cases","Spain",2014-11-12,1
"probable_Ebola_cases","Spain",2014-11-12,0
"suspected_Ebola_cases","Spain",2014-11-12,0
"all_Ebola_cases","Spain",2014-11-12,1
"confirmed_Ebola_deaths","Spain",2014-11-12,0
"probable_Ebola_deaths","Spain",2014-11-12,0
"suspected_Ebola_deaths","Spain",2014-11-12,0
"all_Ebola_deaths","Spain",2014-11-12,0
"confirmed_Ebola_cases","Spain",2014-11-14,1
"probable_Ebola_cases","Spain",2014-11-14,0
"suspected_Ebola_cases","Spain",2014-11-14,0
"all_Ebola_cases","Spain",2014-11-14,1
"confirmed_Ebola_deaths","Spain",2014-11-14,0
"probable_Ebola_deaths","Spain",2014-11-14,0
"suspected_Ebola_deaths","Spain",2014-11-14,0
"all_Ebola_deaths","Spain",2014-11-14,0
"confirmed_Ebola_cases","Spain",2014-11-19,1
"probable_Ebola_cases","Spain",2014-11-19,0
"suspected_Ebola_cases","Spain",2014-11-19,0
"all_Ebola_cases","Spain",2014-11-19,1
"confirmed_Ebola_deaths","Spain",2014-11-19,0
"probable_Ebola_deaths","Spain",2014-11-19,0
"suspected_Ebola_deaths","Spain",2014-11-19,0
"all_Ebola_deaths","Spain",2014-11-19,0
"confirmed_Ebola_cases","Spain",2014-11-21,1
"probable_Ebola_cases","Spain",2014-11-21,0
"suspected_Ebola_cases","Spain",2014-11-21,0
"all_Ebola_cases","Spain",2014-11-21,1
"confirmed_Ebola_deaths","Spain",2014-11-21,0
"probable_Ebola_deaths","Spain",2014-11-21,0
"suspected_Ebola_deaths","Spain",2014-11-21,0
"all_Ebola_deaths","Spain",2014-11-21,0
"confirmed_Ebola_cases","Spain",2014-11-26,1
"probable_Ebola_cases","Spain",2014-11-26,0
"suspected_Ebola_cases","Spain",2014-11-26,0
"all_Ebola_cases","Spain",2014-11-26,1
"confirmed_Ebola_deaths","Spain",2014-11-26,0
"probable_Ebola_deaths","Spain",2014-11-26,0
"suspected_Ebola_deaths","Spain",2014-11-26,0
"all_Ebola_deaths","Spain",2014-11-26,0
"confirmed_Ebola_cases","Spain",2014-12-01,1
"probable_Ebola_cases","Spain",2014-12-01,0
"suspected_Ebola_cases","Spain",2014-12-01,0
"all_Ebola_cases","Spain",2014-12-01,1
"confirmed_Ebola_deaths","Spain",2014-12-01,0
"probable_Ebola_deaths","Spain",2014-12-01,0
"suspected_Ebola_deaths","Spain",2014-12-01,0
"all_Ebola_deaths","Spain",2014-12-01,0
"confirmed_Ebola_cases","Spain",2014-12-03,1
"probable_Ebola_cases","Spain",2014-12-03,0
"suspected_Ebola_cases","Spain",2014-12-03,0
"all_Ebola_cases","Spain",2014-12-03,1
"confirmed_Ebola_deaths","Spain",2014-12-03,0
"probable_Ebola_deaths","Spain",2014-12-03,0
"suspected_Ebola_deaths","Spain",2014-12-03,0
"all_Ebola_deaths","Spain",2014-12-03,0
"confirmed_Ebola_cases","Spain",2014-12-10,1
"probable_Ebola_cases","Spain",2014-12-10,0
"suspected_Ebola_cases","Spain",2014-12-10,0
"all_Ebola_cases","Spain",2014-12-10,1
"confirmed_Ebola_deaths","Spain",2014-12-10,0
"probable_Ebola_deaths","Spain",2014-12-10,0
"suspected_Ebola_deaths","Spain",2014-12-10,0
"all_Ebola_deaths","Spain",2014-12-10,0
"confirmed_Ebola_cases","Spain",2014-12-15,1
"probable_Ebola_cases","Spain",2014-12-15,0
"suspected_Ebola_cases","Spain",2014-12-15,0
"all_Ebola_cases","Spain",2014-12-15,1
"confirmed_Ebola_deaths","Spain",2014-12-15,0
"probable_Ebola_deaths","Spain",2014-12-15,0
"suspected_Ebola_deaths","Spain",2014-12-15,0
"all_Ebola_deaths","Spain",2014-12-15,0
"confirmed_Ebola_cases","Spain",2014-12-17,1
"probable_Ebola_cases","Spain",2014-12-17,0
"suspected_Ebola_cases","Spain",2014-12-17,0
"all_Ebola_cases","Spain",2014-12-17,1
"confirmed_Ebola_deaths","Spain",2014-12-17,0
"probable_Ebola_deaths","Spain",2014-12-17,0
"suspected_Ebola_deaths","Spain",2014-12-17,0
"all_Ebola_deaths","Spain",2014-12-17,0
"confirmed_Ebola_cases","Spain",2014-12-22,1
"probable_Ebola_cases","Spain",2014-12-22,0
"suspected_Ebola_cases","Spain",2014-12-22,0
"all_Ebola_cases","Spain",2014-12-22,1
"confirmed_Ebola_deaths","Spain",2014-12-22,0
"probable_Ebola_deaths","Spain",2014-12-22,0
"suspected_Ebola_deaths","Spain",2014-12-22,0
"all_Ebola_deaths","Spain",2014-12-22,0
"confirmed_Ebola_cases","Spain",2014-12-23,1
"probable_Ebola_cases","Spain",2014-12-23,0
"suspected_Ebola_cases","Spain",2014-12-23,0
"all_Ebola_cases","Spain",2014-12-23,1
"confirmed_Ebola_deaths","Spain",2014-12-23,0
"probable_Ebola_deaths","Spain",2014-12-23,0
"suspected_Ebola_deaths","Spain",2014-12-23,0
"all_Ebola_deaths","Spain",2014-12-23,0
"confirmed_Ebola_cases","Spain",2014-12-24,1
"probable_Ebola_cases","Spain",2014-12-24,0
"suspected_Ebola_cases","Spain",2014-12-24,0
"all_Ebola_cases","Spain",2014-12-24,1
"confirmed_Ebola_deaths","Spain",2014-12-24,0
"probable_Ebola_deaths","Spain",2014-12-24,0
"suspected_Ebola_deaths","Spain",2014-12-24,0
"all_Ebola_deaths","Spain",2014-12-24,0
"confirmed_Ebola_cases","Spain",2014-12-26,1
"probable_Ebola_cases","Spain",2014-12-26,0
"suspected_Ebola_cases","Spain",2014-12-26,0
"all_Ebola_cases","Spain",2014-12-26,1
"confirmed_Ebola_deaths","Spain",2014-12-26,0
"probable_Ebola_deaths","Spain",2014-12-26,0
"suspected_Ebola_deaths","Spain",2014-12-26,0
"all_Ebola_deaths","Spain",2014-12-26,0
"confirmed_Ebola_cases","Spain",2014-12-29,1
"probable_Ebola_cases","Spain",2014-12-29,0
"suspected_Ebola_cases","Spain",2014-12-29,0
