accession,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore
ENOG411DCD3,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CY0R,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CR84,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CZUT,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CS25,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CX19,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CWNN,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CWF5,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411DDA1,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411D0MN,0,5,5.9022801302931605,2.561272394676056,2.2260301295434397
ENOG411CZU7,10,23,2.146283683742967,1.1018407760387585,2.2217178053130264
ENOG411CQD9,55,82,1.458003722661703,0.5439944032442201,2.214627182226687
ENOG411D0UW,5,15,2.6232356134636263,1.3913473932337432,2.2059103861779175
ENOG411CRP2,15,30,1.9059446254071664,0.9305062043417749,2.186175704840389
ENOG411CRFV,13,27,1.9674267100977199,0.9763098939548995,2.166939437089669
ENOG411CVFB,21,38,1.7438554930411607,0.8022804941798505,2.154718519376472
ENOG411CVXK,3,11,2.9511400651465802,1.561272394676056,2.1139782141102597
ENOG411D2E0,3,11,2.9511400651465802,1.561272394676056,2.1139782141102597
ENOG411CSB0,52,77,1.447729088562473,0.5337916582539485,2.111144770429591
ENOG411CPD2,1,7,3.9348534201954397,1.9763098939548995,2.1053601558786528
ENOG411CUG1,1,7,3.9348534201954397,1.9763098939548995,2.1053601558786528
ENOG411CSFP,1,7,3.9348534201954397,1.9763098939548995,2.1053601558786528
ENOG411CTR8,1,7,3.9348534201954397,1.9763098939548995,2.1053601558786528
ENOG411CUS7,6,16,2.389018147975803,1.256417813147635,2.0993771224306785
ENOG411D0GZ,13,26,1.8971614704513728,0.923842474060764,2.034997702056648
ENOG411CPMA,9,20,2.065798045602606,1.0466992218462976,2.0033788784400275
ENOG411CPDR,80,109,1.335907025374995,0.41781960459493445,1.9987982178744295
ENOG411CT0X,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CQ5D,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CSY2,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411D4D3,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CTG2,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CUJC,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CPGE,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CSQS,0,4,4.9185667752443,2.298237988842262,1.9909858702087517
ENOG411CSCK,4,12,2.557654723127036,1.3548215172086295,1.9728834436347125
ENOG411CRY3,4,12,2.557654723127036,1.3548215172086295,1.9728834436347125
ENOG411CSRQ,18,32,1.7085547745585463,0.7727764998697676,1.9254065745873892
ENOG411D2BD,3,10,2.705211726384365,1.4357415125921968,1.9175941733574224
ENOG411DGCS,3,10,2.705211726384365,1.4357415125921968,1.9175941733574224
ENOG411CZFZ,3,10,2.705211726384365,1.4357415125921968,1.9175941733574224
ENOG411CY7I,13,25,1.8268962308050254,0.8693946900383874,1.8999731177174854
ENOG411CT39,2,8,2.95114006514658,1.5612723946760556,1.8772989644807334
ENOG411CW7P,11,22,1.8854505971769815,0.9149093492907562,1.8717222917157728
ENOG411D0BQ,11,22,1.8854505971769815,0.9149093492907562,1.8717222917157728
ENOG411CX81,5,13,2.2953311617806733,1.1987023152913476,1.8557508446051971
ENOG411CPU1,5,13,2.2953311617806733,1.1987023152913476,1.8557508446051971
ENOG411CS1T,7,16,2.0903908794788277,1.0637727352052393,1.8417572766492405
ENOG411CW4Z,4,11,2.360912052117264,1.2393442997886936,1.7804620807713842
ENOG411CUU4,30,46,1.4914363770095618,0.5767024352456617,1.7655861235819157
ENOG411CW58,65,88,1.3265225545355839,0.4076492055628439,1.7584264745797584
ENOG411CPSN,6,14,2.107957189390414,1.0758455675058138,1.7564387735413045
ENOG411CZB5,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CZXI,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CUSR,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411DD9H,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CTER,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CTZP,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CRHE,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CSFA,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CXK8,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CVPX,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CPFQ,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411DFW5,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CU34,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CPDS,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411D3ND,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411DCH0,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CR51,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411D148,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411DGJ7,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CW2E,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CVJ8,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CPVM,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411D31G,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CS6K,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CW4W,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CP8E,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CXQT,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CXDQ,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411DGNV,0,3,3.9348534201954397,1.9763098939548995,1.7242131620693701
ENOG411CUMF,3,9,2.45928338762215,1.298237988842262,1.708443550851191
ENOG411CQFS,3,9,2.45928338762215,1.298237988842262,1.708443550851191
ENOG411CW4D,7,15,1.9674267100977199,0.9763098939548995,1.6708072452228269
ENOG411CTH9,12,22,1.7404159358556752,0.7994321318708202,1.6700268980621138
ENOG411CW4Q,5,12,2.1313789359391966,1.0917871113748356,1.6680180348340996
ENOG411CT1X,2,7,2.6232356134636263,1.3913473932337432,1.646950080681115
ENOG411CQ1R,2,7,2.6232356134636263,1.3913473932337432,1.646950080681115
ENOG411CUXP,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CVP3,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CQZV,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CQ6Z,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
Xelaev18037980m.g,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CUUS,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CTF4,1,5,2.9511400651465802,1.561272394676056,1.6181265945922993
ENOG411CVKP,65,86,1.2967130589280427,0.3748592704451745,1.6075124446415436
ENOG411CR1F,20,32,1.545835272219637,0.6283865905345926,1.606600914410915
ENOG411CQ0F,33,48,1.4177045410998275,0.5035568968197682,1.593429682818867
ENOG411CXKR,4,10,2.164169381107492,1.1138134177048344,1.5768151979948566
ENOG411CPZP,22,34,1.4969551055091346,0.5820309548428529,1.5433143974663144
ENOG411CRGD,47,64,1.3321118349619978,0.4137152062621979,1.5265871002761422
ENOG411CZFR,12,21,1.6647456777749938,0.7353017944511047,1.5217267781185189
ENOG411CUMH,30,43,1.3962383103919302,0.4815452022053216,1.4514241704046005
ENOG411CU5H,36,50,1.3559292191214016,0.4392818702974455,1.4330458817162917
ENOG411CX3D,18,28,1.5014572261272074,0.5863633756388862,1.4196735545922066
ENOG411D142,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D476,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CPPT,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CTZV,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CRG1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CUAU,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CSDI,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CWNW,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CVYM,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CUVM,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CYSD,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CUA1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CWEY,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CZJS,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CTV4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D0E2,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CU21,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CZHU,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CVY2,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CT96,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CPNJ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CWER,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CXME,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CV4T,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CRUV,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CRQB,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CPNQ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CZ8X,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CWZF,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CXXZ,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CSH4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D009,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CW0Z,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CZP4,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CU4J,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CY7Q,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CU3M,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CUPB,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CXG1,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D3JH,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CUYN,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CZMR,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CX0T,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CR5I,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CPFG,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CYKW,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CP4W,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CQBD,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D04R,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411D4EX,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CTB9,0,2,2.9511400651465802,1.561272394676056,1.407788694550312
ENOG411CWFB,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CUY5,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CWMK,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411D1N4,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CPNI,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CRI6,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CTU7,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CTWR,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CZZ8,2,6,2.2953311617806733,1.1987023152913476,1.394837396380582
ENOG411CP84,34,47,1.3490926012098652,0.43198937773108936,1.3698385171468215
ENOG411CR61,9,16,1.672312703583062,0.7418446403178767,1.3608519240261499
ENOG411CVVF,9,16,1.672312703583062,0.7418446403178767,1.3608519240261499
ENOG411CUIH,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796
ENOG411CQ39,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796
ENOG411CUF1,4,9,1.96742671009772,0.9763098939548996,1.3601638513086796
ENOG411CT4Q,20,30,1.4521482860245076,0.5381887815630145,1.3565560862536097
ENOG411CQT7,41,55,1.3116178067318132,0.3913473932337433,1.3471299844460374
ENOG411CQJB,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CRVH,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CTD5,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CSG5,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CPV1,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CS3S,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CV5P,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CXHK,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CYT4,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CT3E,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411DFA5,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CRUN,1,4,2.45928338762215,1.298237988842262,1.3273307913105068
ENOG411CS5H,13,21,1.545835272219637,0.6283865905345926,1.325210547639418
ENOG411DFYG,7,13,1.721498371335505,0.7836648160125037,1.3069671609046911
ENOG411CSGB,10,17,1.6097127628072252,0.6868032767599145,1.3059600738945039
ENOG411CYCD,83,102,1.2062199472622925,0.2704929983593576,1.2817351201274156
ENOG411CWMH,23,33,1.3935939196525515,0.4788102344840827,1.2745285894001084
ENOG411DEYD,5,10,1.8034744842562431,0.8507790118710405,1.261503916493127
ENOG411CTE0,5,10,1.8034744842562431,0.8507790118710405,1.261503916493127
ENOG411D0MK,5,10,1.8034744842562431,0.8507790118710405,1.261503916493127
ENOG411CX7V,11,18,1.557546145494028,0.6392749066773287,1.2567255619245068
ENOG411CPDJ,8,14,1.6395222584147664,0.7132754881211055,1.242237368014976
ENOG411CX6E,3,7,1.9674267100977199,0.9763098939548995,1.2417650990384717
ENOG411CUH0,3,7,1.9674267100977199,0.9763098939548995,1.2417650990384717
ENOG411CZH5,3,7,1.9674267100977199,0.9763098939548995,1.2417650990384717
ENOG411CSPY,3,7,1.9674267100977199,0.9763098939548995,1.2417650990384717
ENOG411DFH2,12,19,1.5134051616136308,0.5977982707011698,1.212224364972535
ENOG411CW6A,9,15,1.5739413680781758,0.654381799067537,1.1856108650286992
ENOG411CTCS,17,25,1.420919290626131,0.5068246106536793,1.1810663751925725
ENOG411CQBB,17,25,1.420919290626131,0.5068246106536793,1.1810663751925725
ENOG411CTBI,17,25,1.420919290626131,0.5068246106536793,1.1810663751925725
ENOG411CQD2,6,11,1.6863657515123314,0.7539174726184517,1.180524083183596
ENOG411CV48,13,20,1.47557003257329,0.5612723946760556,1.1717312645212656
ENOG411CQSS,18,26,1.397908451911538,0.48326988267478266,1.1511579721283898
ENOG411CPUR,49,62,1.2394788273615633,0.3097336276800911,1.144377093087882
ENOG411CSWI,4,8,1.770684039087948,0.8243068005098495,1.1282621718377197
ENOG411CW0H,4,8,1.770684039087948,0.8243068005098495,1.1282621718377197
ENOG411CSVZ,4,8,1.770684039087948,0.8243068005098495,1.1282621718377197
ENOG411CV8A,4,8,1.770684039087948,0.8243068005098495,1.1282621718377197
ENOG411CP76,4,8,1.770684039087948,0.8243068005098495,1.1282621718377197
ENOG411CW3H,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411CWXH,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411CS84,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411D343,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411CX3C,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411CU8V,2,5,1.9674267100977199,0.9763098939548995,1.11483555352971
ENOG411CRST,7,12,1.5985342019543973,0.6767496120959916,1.112452033853891
ENOG411CRUF,26,35,1.3116178067318132,0.3913473932337433,1.0865712694140472
ENOG411CQA0,16,23,1.3887717953630965,0.4738095534257164,1.0690456367091243
ENOG411CSG3,16,23,1.3887717953630965,0.4738095534257164,1.0690456367091243
ENOG411CVYY,41,52,1.2413525670854662,0.3119129257393385,1.0584278819057626
ENOG411CP9V,8,13,1.5302207745204488,0.6137398145701912,1.0541462925571683
ENOG411CU6G,17,24,1.366268548678972,0.4502410822873118,1.0397872013641498
ENOG411CYAN,5,9,1.6395222584147666,0.7132754881211057,1.0396521818794529
ENOG411CY17,5,9,1.6395222584147666,0.7132754881211057,1.0396521818794529
ENOG411CVDK,13,19,1.4053047929269429,0.49088306678465793,1.0138080581779187
ENOG411CZW4,18,25,1.346134064803703,0.42882209865240617,1.012527080305538
ENOG411CVAT,18,25,1.346134064803703,0.42882209865240617,1.012527080305538
ENOG411CVGN,9,14,1.47557003257329,0.5612723946760556,1.0034428893567378
ENOG411CSAZ,9,14,1.47557003257329,0.5612723946760556,1.0034428893567378
ENOG411CT3Z,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CRBV,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CVQ5,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CT9J,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CUMU,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQ5M,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPE4,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411DG3I,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CU4S,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CYZC,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CUPX,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CT46,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPB5,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CP4T,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CYVT,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CS1M,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQ3C,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CRRT,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CTX0,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CYMZ,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQIC,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
Xelaev18005994m.g,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPZH,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
Xelaev18005041m.g,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CWW2,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CZQD,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CXN4,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPDZ,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CSDC,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CWFZ,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411D0YK,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQ7X,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQPU,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CSNW,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CXXF,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CWH3,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CTN5,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CRB6,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPNS,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CP95,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CTMM,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQR3,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CWYU,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CXWH,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CR0C,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
Xelaev18024599m.g,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411D3S8,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CSB2,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CPIA,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CYFF,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CYMN,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CQV0,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CS53,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CR17,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411DF2X,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411D3MJ,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
ENOG411CXH8,0,1,1.9674267100977199,0.9763098939548995,0.9954389325039961
