accession,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore
ENOG411D0GZ,12,23,1.6174726379499118,0.6937413070073593,1.487485678944705
ENOG411CSAZ,12,23,1.6174726379499118,0.6937413070073593,1.487485678944705
ENOG411D16P,10,20,1.6726137506072951,0.7421043285687583,1.4857342547723829
ENOG411CRGD,54,80,1.2903020361827706,0.3677088137872605,1.4623072542214293
ENOG411CUG9,5,12,1.8982838598162162,0.9246957418472315,1.455049614365595
ENOG411CYEA,15,27,1.5332292713900206,0.6165734464848995,1.4366817939148802
ENOG411CTTN,13,24,1.5645196646836943,0.6457197921444158,1.421766435459513
ENOG411CY4Q,7,15,1.752262024445738,0.8092185244272956,1.4202161729312117
ENOG411CQT4,43,65,1.3141965183343034,0.3941810251484516,1.4171365314582747
ENOG411CPE6,11,21,1.6062401890752598,0.6836876423434366,1.4117168493879313
ENOG411CVFB,23,38,1.423712894862162,0.5096582425683875,1.4078009139953844
ENOG411CY65,53,78,1.2817472215853083,0.35811177044092984,1.4076752709941267
ENOG411CPDK,168,223,1.1612624067332702,0.21569401020271534,1.4023450092839638
ENOG411CXHS,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ18,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CPNI,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D0Y7,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CURV,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ1R,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D3AU,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CTW8,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ74,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CS2A,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CVCM,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ8S,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CXN4,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ4G,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D3VU,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CW4W,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CV2Z,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CW6S,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CW8G,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CP6A,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CXZQ,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZBG,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CP7B,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZ9S,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D0VI,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CVXS,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZJS,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CRV4,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZWD,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CT71,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQAY,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CT4H,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CSZS,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CVQI,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZV9,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D0MN,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQG9,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CT03,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411DCH0,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CT1F,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CXJU,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CQ9N,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CVWQ,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411DB0Y,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D1V4,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CVQN,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411DEXC,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CX30,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411DDJV,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CR8C,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CS2Z,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CU21,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CV0T,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CWC3,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CRVB,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CUXP,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CW2E,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CZTD,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411DG3F,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CUXX,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411D4ZH,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CPRI,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CWCG,0,2,2.628393036668607,1.3941810251484517,1.3653141596886313
ENOG411CWZ5,27,43,1.3767773049216512,0.4612952210069885,1.3571334069147605
ENOG411CQAD,6,13,1.7522620244457379,0.8092185244272954,1.3414998052964986
ENOG411CQGQ,10,19,1.5929654767688526,0.6717150006773605,1.3317596507751572
ENOG411CYED,10,19,1.5929654767688526,0.6717150006773605,1.3317596507751572
ENOG411CSSF,8,16,1.6549141341987523,0.7267563642353223,1.3287567336414798
ENOG411CU4Y,8,16,1.6549141341987523,0.7267563642353223,1.3287567336414798
ENOG411CWV7,25,40,1.3815912115822164,0.4663308109042869,1.3261357892891408
ENOG411CR1F,40,60,1.3035119937950002,0.382403857372098,1.3248392484378184
ENOG411D7QW,97,133,1.197975057529229,0.26059787076985963,1.3241645662393289
ENOG411CXAK,28,44,1.359513639656176,0.44309062562939805,1.3202595001719757
ENOG411CVQ7,3,8,1.971294777501455,0.9791435258696077,1.3181183109622059
ENOG411CXUG,3,8,1.971294777501455,0.9791435258696077,1.3181183109622059
ENOG411CT97,3,8,1.971294777501455,0.9791435258696077,1.3181183109622059
ENOG411CV8A,3,8,1.971294777501455,0.9791435258696077,1.3181183109622059
ENOG411D0ZT,3,8,1.971294777501455,0.9791435258696077,1.3181183109622059
ENOG411CWMH,29,45,1.343400885408399,0.42588988487578966,1.2846462031953538
ENOG411CZEP,18,30,1.429476914679418,0.5154873213705853,1.2781499855715368
ENOG411CRBS,11,20,1.5332292713900206,0.6165734464848995,1.2608098634583436
ENOG411CVY3,56,80,1.2450282805272348,0.31617851314717843,1.2595212328310963
Xelaev18044447m.g,5,11,1.7522620244457379,0.8092185244272954,1.2583990066317936
ENOG411CX6E,5,11,1.7522620244457379,0.8092185244272954,1.2583990066317936
ENOG411CUJY,5,11,1.7522620244457379,0.8092185244272954,1.2583990066317936
ENOG411D01Y,5,11,1.7522620244457379,0.8092185244272954,1.2583990066317936
ENOG411DGJ2,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CQTF,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CSPX,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CXWF,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CP9J,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CXWM,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CT8H,2,6,2.044305695186694,1.0316109457637432,1.2579459310981718
ENOG411CYUD,24,38,1.3667643790676756,0.45076455351481903,1.2543765505337408
ENOG411CSMY,30,46,1.3283276636927368,0.4096110657180576,1.2502132193470328
ENOG411CPDN,7,14,1.6427456479178792,0.7161091200358138,1.2428799496106386
ENOG411CT7F,7,14,1.6427456479178792,0.7161091200358138,1.2428799496106386
ENOG411CVYY,50,72,1.254069880240577,0.3266177413358169,1.2371246653653774
ENOG411CWH5,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CVUP,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CZ0X,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CRB5,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CPI9,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CPPR,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CSY2,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CYKW,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CQJW,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CSDC,1,4,2.1903275305571728,1.131146619314658,1.2273280914811018
ENOG411CTVQ,14,24,1.4602183537047815,0.5461841185935015,1.2215831126359888
ENOG411CTPY,14,24,1.4602183537047815,0.5461841185935015,1.2215831126359888
ENOG411CRFV,28,43,1.3293022254415943,0.41066914793702053,1.2148057674845592
ENOG411CUPZ,10,18,1.5133172029304098,0.5977144192335835,1.172789533187224
ENOG411CW3G,4,9,1.752262024445738,0.8092185244272956,1.1703636445087575
ENOG411CQQW,4,9,1.752262024445738,0.8092185244272956,1.1703636445087575
ENOG411CZG9,4,9,1.752262024445738,0.8092185244272956,1.1703636445087575
ENOG411CUF1,4,9,1.752262024445738,0.8092185244272956,1.1703636445087575
ENOG411CX0G,4,9,1.752262024445738,0.8092185244272956,1.1703636445087575
ENOG411CQFW,8,15,1.557566243951767,0.639293522984983,1.155943722494538
ENOG411CRDC,8,15,1.557566243951767,0.639293522984983,1.155943722494538
ENOG411CSPJ,18,29,1.383364756141372,0.46818160659222846,1.1507353044233146
ENOG411CXJC,6,12,1.6271004512710423,0.7023033205107834,1.1506293986830871
ENOG411CP76,6,12,1.6271004512710423,0.7023033205107834,1.1506293986830871
ENOG411CT17,24,37,1.3317191385787608,0.4132898480961562,1.1408731997184443
ENOG411CRFD,44,63,1.2460529951614137,0.31736542809762075,1.1285494356947021
ENOG411CZFR,16,26,1.39150219588338,0.4766431853404244,1.1150898866469081
ENOG411DFJY,19,30,1.358003068945447,0.4414867399268084,1.1053100857106657
ENOG411CW1G,49,69,1.2265834171120165,0.2946453515975371,1.0937871989791201
ENOG411CVJG,9,16,1.4894227207788773,0.5747532707902725,1.078364353356192
ENOG411CXQS,9,16,1.4894227207788773,0.5747532707902725,1.078364353356192
ENOG411CUWU,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CUS7,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CWFT,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CWF5,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CS2C,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CXWY,3,7,1.752262024445738,0.8092185244272956,1.0771009848377995
ENOG411CUCC,7,13,1.5332292713900206,0.6165734464848995,1.0576173790846644
ENOG411CT0N,7,13,1.5332292713900206,0.6165734464848995,1.0576173790846644
ENOG411CX8F,5,10,1.6062401890752598,0.6836876423434366,1.0503269859926492
ENOG411DFDF,5,10,1.6062401890752598,0.6836876423434366,1.0503269859926492
ENOG411D0HE,5,10,1.6062401890752598,0.6836876423434366,1.0503269859926492
ENOG411CW4Q,5,10,1.6062401890752598,0.6836876423434366,1.0503269859926492
ENOG411CYQY,12,20,1.415288558206173,0.5010962290649635,1.0433445257066463
ENOG411CRH0,27,40,1.2829061250406295,0.35941560698777497,1.032924670486899
ENOG411CVAB,15,24,1.3689547065982326,0.45307471420201995,1.0268034674385622
ENOG411CSAX,21,32,1.3141965183343034,0.3941810251484516,1.0210554393861402
ENOG411CRMA,31,45,1.2594383300703742,0.33278048048430836,1.0110174193434847
ENOG411CRG5,85,113,1.1613829696907798,0.2158437838899392,1.005914653119281
ENOG411CUU4,35,50,1.2411856006490642,0.3117188649564785,0.9949449698032549
ENOG411DEYD,13,21,1.3767773049216512,0.4612952210069885,0.9861422832305436
ENOG411CUII,13,21,1.3767773049216512,0.4612952210069885,0.9861422832305436
ENOG411CZDC,22,33,1.2951501919816324,0.37311940962062196,0.981836475551301
ENOG411CTYE,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411D343,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411CY68,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411D3Y9,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411CQSQ,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411CWN1,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522
ENOG411D302,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634
ENOG411CPQE,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634
ENOG411CWUV,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634
ENOG411CXUZ,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634
ENOG411CRG6,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CS17,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CX1A,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D0NK,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CSEC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CWPU,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CVEN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CRVN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D1J3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CPDS,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CSYG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CU2H,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411DGMV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D0XG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D4A9,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CVY4,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CUVJ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CUV3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CWK8,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CTWB,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
Xelaev18041274m.g,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D46J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CX6V,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CXJY,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CUV7,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CY2J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CSIE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D48T,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CWSZ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CPIA,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CP8E,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CTBE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CQ4D,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411D414,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
ENOG411CUIN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808
